ref,realm,biome,habitat,island,tropical,PET,taxon,growth,thermo,trophic,EH,EHcat,unit,EA,grain,extent,n,ES,var,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,cli,cli,gri,1,4,3,55,0.71,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,lan,lcd,gri,1,4,3,55,0.32,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,soi,sod,gri,1,4,3,55,0.33,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,top,ele,gri,1,4,3,55,0.79,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,cli,cli,gri,1,4,3,55,0.68,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,lan,lcd,gri,1,4,3,55,0.32,0.02,
102,Afr,3,for,0,0,1278.93,pla,shr,pla,aut,soi,sod,gri,1,4,3,55,0.21,0.02,
103,Pal,12,mix,0,0,1048.25,pla,mix,pla,aut,top,ele,gri,1,4,3,254,0.95,0.00,
104,mix,10,mix,1,1,1476.35,her,ani,ect,mix,top,ele,isl,0,4,4,48,0.39,0.02,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,-0.58,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,0.17,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,-0.14,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,pat,pol,1,3,1,29,0.26,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcd,pol,1,3,1,29,0.52,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.26,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,0.16,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.09,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,pat,pol,1,2,1,29,-0.13,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcd,pol,1,2,1,29,0.23,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.34,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.13,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.12,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,pat,pol,1,2,1,29,0.17,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcd,pol,1,2,1,29,0.33,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,-0.50,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,0.21,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,2,1,29,0.15,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,pat,pol,1,2,1,29,0.21,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcd,pol,1,2,1,29,0.47,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,-0.83,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,0.22,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcp,pol,1,3,1,29,-0.20,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,pat,pol,1,3,1,29,-0.14,0.04,
105,Pal,1,agr,0,0,536.01,pla,mix,pla,aut,lan,lcd,pol,1,3,1,29,0.79,0.04,
106,Pal,5,mix,0,0,704.96,inv,ani,ect,her,lan,lcd,gri,1,3,3,197,0.43,0.01,
109,Pal,6,mix,0,0,617.76,pla,mix,pla,aut,lan,lcd,gri,1,3,2,156,0.54,0.01,
107,Pal,3,agr,0,0,991.11,inv,ani,ect,mix,lan,lcd,tra,0,1,1,35,0.65,0.03,
107,Pal,3,agr,0,0,991.11,inv,ani,ect,mix,lan,lcd,tra,0,1,1,35,0.38,0.03,
107,Pal,3,agr,0,0,991.11,inv,ani,ect,mix,lan,lcd,tra,0,1,1,35,0.76,0.03,
108,Pal,12,mix,0,0,806.39,pla,her,pla,aut,lan,lcd,gri,1,3,3,1476,1.03,0.00,
108,Pal,12,mix,0,0,806.39,pla,her,pla,aut,top,ele,gri,1,3,3,1476,0.82,0.00,
110,Neo,12,for,0,1,1571.91,bir,ani,end,mix,top,pro,pol,0,3,2,13,0.29,0.10,
110,Neo,12,for,0,1,1571.91,bir,ani,end,mix,top,ele,pol,0,3,2,13,0.86,0.10,
111,Pal,3,mix,1,0,908.75,pla,mix,pla,aut,lan,lcd,isl,0,2,2,14,1.57,0.09,
112,Neo,10,for,0,1,1669.63,mam,ani,end,mix,top,ele,pol,0,4,4,9,-0.20,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,mix,top,ele,pol,0,4,4,9,0.06,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,mix,top,ele,pol,0,4,4,9,-0.05,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,fru,top,ele,pol,0,4,4,9,-0.41,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,ins,top,ele,pol,0,4,4,9,-0.40,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,her,top,ele,pol,0,4,4,9,-0.15,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,car,top,ele,pol,0,4,4,9,-0.20,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,fru,top,ele,pol,0,4,4,9,0.19,0.17,
112,Neo,10,for,0,1,1669.63,mam,ani,end,her,top,ele,pol,0,4,4,9,-0.18,0.17,
113,Neo,12,xer,0,0,1214.31,mam,ani,end,mix,veg,pla,plo,0,1,3,9,1.02,0.17,
113,Neo,12,xer,0,0,1214.31,mam,ani,end,mix,veg,pla,plo,0,1,3,9,1.33,0.17,
113,Neo,12,xer,0,0,1214.31,mam,ani,end,mix,veg,vec,plo,0,1,3,9,0.83,0.17,
113,Neo,12,xer,0,0,1214.31,mam,ani,end,mix,veg,vec,plo,0,1,3,9,1.66,0.17,
113,Neo,12,xer,0,0,1214.31,mam,ani,end,mix,veg,vec,plo,0,1,3,9,0.91,0.17,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,2,2,32,0.38,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,veg,pla,pol,0,1,2,32,0.77,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,2,2,32,0.31,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.23,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.12,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.05,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.03,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.05,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.05,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.02,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.00,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,0.02,0.03,
114,Pal,5,gra,0,0,723.19,inv,ani,ect,mix,lan,lcd,pol,1,3,2,32,-0.01,0.03,
115,Pal,1,for,0,0,562.84,pla,shr,pla,aut,lan,lcd,plo,0,2,1,42,0.28,0.03,
115,Pal,5,for,0,0,574.60,pla,shr,pla,aut,soi,sod,plo,0,2,1,44,0.48,0.02,
115,Pal,5,for,0,0,574.60,pla,her,pla,aut,soi,sod,plo,0,2,1,44,0.32,0.02,
116,Pal,12,mix,1,0,880.26,mam,ani,end,mix,top,ele,isl,0,4,4,12,1.18,0.11,
117,Afr,12,gra,0,0,1469.26,mam,ani,end,mix,top,ele,plo,0,3,3,39,0.18,0.03,
117,Afr,12,gra,0,0,1469.26,mam,ani,end,mix,top,ele,plo,0,3,3,39,0.27,0.03,
118,Nea,3,for,0,0,1225.34,pla,shr,pla,aut,top,pro,plo,0,2,1,175,0.24,0.01,
119,Pal,3,mix,0,0,1158.75,her,ani,ect,mix,top,ele,gri,1,3,3,158,0.20,0.01,
119,Pal,3,mix,0,0,1158.75,her,ani,ect,mix,lan,lcd,gri,1,3,3,158,0.19,0.01,
119,Pal,3,mix,0,0,1158.75,her,ani,ect,mix,top,ele,gri,1,3,3,158,0.29,0.01,
119,Pal,3,mix,0,0,1158.75,her,ani,ect,mix,lan,lcd,gri,1,3,3,158,0.28,0.01,
119,Pal,3,mix,0,0,1158.75,mam,ani,end,mix,top,ele,gri,1,3,3,158,0.52,0.01,
119,Pal,3,mix,0,0,1158.75,mam,ani,end,mix,lan,lcd,gri,1,3,3,158,0.48,0.01,
119,Pal,3,mix,0,0,1158.75,bir,ani,end,mix,top,ele,gri,1,3,3,158,0.29,0.01,
119,Pal,3,mix,0,0,1158.75,bir,ani,end,mix,lan,lcd,gri,1,3,3,158,0.41,0.01,
119,Pal,3,mix,0,0,1158.75,mix,ani,mix,mix,top,ele,gri,1,3,3,158,0.45,0.01,
119,Pal,3,mix,0,0,1158.75,mix,ani,mix,mix,lan,lcd,gri,1,3,3,158,0.54,0.01,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.71,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.83,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.74,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.63,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.63,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.66,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.74,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.87,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.39,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.41,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.76,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.63,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.51,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,-0.83,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,0.83,0.04,
120,Pal,12,agr,0,0,858.07,pla,mix,pla,aut,lan,pat,plo,1,2,2,30,1.26,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.69,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.66,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.62,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.65,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.65,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.55,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.40,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.56,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.33,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.30,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.63,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.58,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.28,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,-0.68,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.60,0.04,
120,Pal,12,agr,0,0,858.07,pla,her,pla,aut,lan,pat,plo,1,2,2,30,0.95,0.04,
121,Pal,12,for,0,0,555.82,bir,ani,end,mix,veg,vec,plo,0,2,2,8,0.76,0.20,
122,Pal,5,for,1,0,1084.88,pla,mix,pla,aut,top,mic,pol,0,2,1,39,1.07,0.03,
122,Pal,5,for,1,0,1084.88,pla,mix,pla,aut,lan,lcd,pol,0,2,1,39,0.60,0.03,
123,Nea,12,mix,0,0,985.35,mam,ani,end,mix,top,ele,pol,0,4,4,24,1.07,0.05,
123,Nea,12,mix,0,0,985.35,mam,ani,end,mix,lan,lcd,pol,0,4,4,24,0.89,0.05,
123,Nea,12,mix,0,0,985.35,mam,ani,end,mix,lan,lcd,pol,0,4,4,24,0.65,0.05,
124,Pal,5,for,0,0,589.91,bir,ani,end,mix,veg,ved,plo,1,2,1,8,1.60,0.20,
124,Pal,5,for,0,0,589.91,bir,ani,end,mix,veg,ved,plo,1,2,1,8,0.38,0.20,
125,Pal,5,for,1,0,595.49,pla,shr,pla,aut,lan,lcd,isl,0,2,1,17,0.32,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,mix,lan,lcd,isl,0,2,1,17,0.23,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,car,lan,lcd,isl,0,2,1,17,0.18,0.07,
125,Pal,5,for,1,0,595.49,pla,shr,pla,aut,lan,lcd,isl,0,2,1,17,0.27,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,mix,lan,lcd,isl,0,2,1,17,0.18,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,car,lan,lcd,isl,0,2,1,17,0.07,0.07,
125,Pal,5,for,1,0,595.49,pla,shr,pla,aut,veg,ved,isl,0,2,1,17,-0.54,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,mix,veg,ved,isl,0,2,1,17,-0.46,0.07,
125,Pal,5,for,1,0,595.49,inv,ani,ect,car,veg,ved,isl,0,2,1,17,-0.56,0.07,
126,Afr,9,gra,0,1,2124.68,bir,ani,end,mix,lan,lcd,tra,0,2,3,89,0.54,0.01,
126,Afr,9,gra,0,1,2124.68,bir,ani,end,mix,lan,lcd,tra,0,2,3,89,0.35,0.01,
127,Afr,12,gra,0,1,1650.87,mam,ani,end,mix,lan,lcd,gri,1,4,2,7,1.54,0.25,
127,Afr,12,gra,0,1,1650.87,mam,ani,end,mix,lan,lcd,gri,1,4,2,7,1.38,0.25,
128,Pal,1,for,0,0,533.74,inv,ani,ect,her,veg,ved,pol,1,3,1,9,0.88,0.17,
128,Pal,1,for,0,0,533.74,inv,ani,ect,her,veg,ved,plo,1,2,1,17,0.77,0.07,
128,Pal,1,for,0,0,533.74,inv,ani,ect,her,veg,ved,plo,1,1,1,49,0.54,0.02,
129,Afr,9,gra,0,1,1826.91,pla,mix,pla,aut,lan,lcd,plo,1,1,1,60,0.42,0.02,
129,Afr,9,gra,0,1,1826.91,pla,mix,pla,aut,lan,lcd,plo,1,1,1,60,0.17,0.02,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,pla,plo,0,2,3,6,0.10,0.33,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,pla,plo,0,2,3,7,0.27,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,ved,plo,0,2,3,7,-0.30,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,ved,plo,0,2,3,7,0.84,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,pla,plo,0,2,3,7,-0.13,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,pla,plo,0,2,3,6,0.54,0.33,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,ved,plo,0,2,3,4,0.50,1.00,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,ved,plo,0,2,3,5,1.44,0.50,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,ved,plo,0,2,3,5,0.51,0.50,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,vec,plo,0,2,3,7,-0.35,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,vec,plo,0,2,3,7,-0.71,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,vec,plo,0,2,3,7,0.75,0.25,
130,Neo,10,for,0,1,1490.03,bir,ani,end,mix,veg,vec,plo,0,2,3,7,0.92,0.25,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.01,0.01,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.08,0.01,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.16,0.01,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.18,0.01,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.23,0.01,
131,Nea,7,gra,0,0,1289.53,pla,mix,pla,aut,lan,lcd,pol,1,1,1,187,0.23,0.01,
132,Pal,3,mix,1,0,1000.24,pla,mix,pla,aut,lan,lcd,isl,0,2,3,86,0.63,0.01,
132,Pal,3,mix,1,0,1000.24,pla,her,pla,aut,lan,lcd,isl,0,2,3,86,0.64,0.01,
132,Pal,3,mix,1,0,1000.24,pla,her,pla,aut,lan,lcd,isl,0,2,3,86,0.33,0.01,
132,Pal,3,mix,1,0,1000.24,pla,mix,pla,aut,lan,lcd,isl,0,2,3,86,0.44,0.01,
132,Pal,3,mix,1,0,1000.24,pla,mix,pla,aut,lan,lcd,isl,0,2,3,86,0.34,0.01,
133,Pal,1,for,0,0,438.91,pla,mix,pla,aut,lan,lcd,gri,1,2,1,440,0.42,0.00,
133,Pal,1,for,0,0,438.91,pla,mix,pla,aut,lan,lcd,gri,1,2,1,440,0.19,0.00,
133,Pal,1,for,0,0,438.91,pla,shr,pla,aut,lan,lcd,gri,1,2,1,440,0.26,0.00,
133,Pal,1,for,0,0,438.91,pla,shr,pla,aut,lan,lcd,gri,1,2,1,440,0.03,0.00,
133,Pal,1,for,0,0,438.91,pla,her,pla,aut,lan,lcd,gri,1,2,1,440,0.44,0.00,
133,Pal,1,for,0,0,438.91,pla,her,pla,aut,lan,lcd,gri,1,2,1,440,0.23,0.00,
134,mix,10,for,0,1,1686.87,bir,ani,end,mix,veg,vec,plo,0,2,4,6,0.16,0.33,
134,mix,10,for,0,1,1686.87,bir,ani,end,fru,veg,vec,plo,0,2,4,6,0.15,0.33,
135,Nea,5,for,0,0,1327.17,bir,ani,end,mix,lan,lcd,pol,1,2,1,16,-0.33,0.08,
136,Neo,12,for,0,1,1511.51,pla,shr,pla,aut,soi,sov,pol,0,2,3,20,1.16,0.06,
136,Neo,12,for,0,1,1511.51,pla,shr,pla,aut,top,ele,pol,0,2,3,20,0.95,0.06,
136,Neo,12,for,0,1,1511.51,pla,shr,pla,aut,lan,pat,pol,0,2,3,20,-0.33,0.06,
137,Neo,10,agr,0,1,1429.75,inv,ani,ect,omn,veg,vec,plo,1,1,1,10,1.59,0.14,
138,Oce,8,mix,1,1,1315.48,her,ani,ect,mix,top,ele,isl,0,2,1,22,0.20,0.05,
138,Oce,8,mix,1,1,1315.48,her,ani,ect,mix,veg,vec,isl,0,2,1,22,0.81,0.05,
139,Nea,2,xer,0,0,1437.02,her,ani,ect,mix,veg,ved,pol,0,3,3,10,1.40,0.14,
140,Afr,2,xer,0,0,1824.52,bir,ani,end,mix,veg,ved,pol,0,1,3,9,0.14,0.17,
140,Afr,2,xer,0,0,1824.52,bir,ani,end,mix,veg,ved,pol,0,1,3,9,1.08,0.17,
141,Pal,5,for,0,0,643.28,pla,mix,pla,aut,lan,lcd,pol,0,1,1,153,0.08,0.01,
142,Neo,10,for,0,1,1332.99,her,ani,ect,mix,veg,vec,pol,0,2,1,10,2.24,0.14,
142,Neo,10,for,0,1,1332.99,her,ani,ect,mix,veg,vec,pol,0,2,1,10,0.19,0.14,
143,Neo,9,agr,0,0,1381.55,pla,mix,pla,aut,lan,pat,pol,0,3,2,10,1.18,0.14,
143,Neo,9,agr,0,0,1381.55,pla,mix,pla,aut,lan,pat,pol,0,3,2,10,0.96,0.14,
144,Pal,5,for,0,0,544.61,bir,ani,end,mix,veg,pla,plo,1,1,3,168,0.85,0.01,
144,Pal,5,for,0,0,544.61,bir,ani,end,mix,veg,ved,plo,1,1,3,168,0.02,0.01,
145,Nea,3,for,1,0,1386.92,bir,ani,end,mix,top,ele,isl,0,3,3,16,0.87,0.08,
145,Nea,3,for,1,0,1386.92,bir,ani,end,mix,veg,pla,isl,0,3,3,16,1.22,0.08,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,0.50,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,-0.47,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,0.54,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,0.74,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,1.42,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,0.17,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,0.33,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,-0.07,0.12,
146,Neo,12,mix,1,1,1604.60,pla,mix,pla,aut,lan,lcd,isl,0,4,2,11,-0.55,0.12,
147,Pal,5,agr,0,0,725.42,inv,ani,ect,car,lan,lcp,pol,1,3,2,24,0.63,0.05,
148,mix,12,mix,0,0,913.02,mam,ani,end,mix,veg,pla,pol,0,4,4,28,0.89,0.04,
148,mix,12,mix,0,0,913.02,bir,ani,end,mix,veg,pla,pol,0,4,4,28,1.03,0.04,
148,mix,12,mix,0,0,913.02,her,ani,ect,mix,veg,pla,pol,0,4,4,28,1.19,0.04,
148,mix,12,mix,0,0,913.02,her,ani,ect,mix,veg,pla,pol,0,4,4,28,1.26,0.04,
148,mix,12,mix,0,0,913.02,mam,ani,end,mix,top,ele,pol,0,4,4,28,0.83,0.04,
148,mix,12,mix,0,0,913.02,bir,ani,end,mix,top,ele,pol,0,4,4,28,0.38,0.04,
148,mix,12,mix,0,0,913.02,her,ani,ect,mix,top,ele,pol,0,4,4,28,0.09,0.04,
148,mix,12,mix,0,0,913.02,her,ani,ect,mix,top,ele,pol,0,4,4,28,0.15,0.04,
149,Neo,12,mix,0,0,1270.50,bir,ani,end,mix,top,ele,gri,1,4,4,336,-0.46,0.00,
149,Neo,12,mix,0,0,1270.50,bir,ani,end,mix,veg,vec,gri,1,4,4,336,0.76,0.00,
149,Neo,12,mix,0,0,1270.50,bir,ani,end,mix,veg,vec,gri,1,4,4,336,0.81,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.27,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.00,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.50,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.63,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.52,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.73,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.47,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.42,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.55,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.65,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.00,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,-0.39,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.27,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.00,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.50,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.67,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.51,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.77,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.47,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.51,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.54,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,0.69,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,lan,lcd,gri,0,4,4,1676,0.00,0.00,
150,Neo,12,mix,0,1,1553.81,bir,ani,end,mix,top,ele,gri,0,4,4,1676,-0.47,0.00,
151,Pal,5,mix,1,0,600.47,bir,ani,end,mix,lan,lcd,isl,0,3,3,73,1.33,0.01,
